,geography,count_race_total_population,percent_race_total_population_one_race_white,percent_hispanic_or_latino_by_race_total_population_hispanic_or_latino,percent_race_total_population_one_race_black_or_african_american,percent_race_total_population_one_race_asian,percent_race_total_population_one_race_native_hawaiian_and_other_pacific_islander,percent_race_total_population_one_race_american_indian_and_alaska_native,percent_race_total_population_one_race_some_other_race,percent_race_total_population_two_or_more_races,percent_total_races_tallied_1_total_races_tallied_black_or_african_american_alone_or_in_combination_with_one_or_more_other_races,percent_total_races_tallied_1_total_races_tallied_white_alone_or_in_combination_with_one_or_more_other_races,percent_housing_occupancy_total_housing_units_vacant_housing_units,percent_housing_tenure_occupied_housing_units_renter_occupied_housing_units,facility_binary,facility_counts,estimate_households_total,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,estimate_percent_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_female_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_bachelors_degree_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher,estimate_percent_male_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade,estimate_female_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings,estimate_male_median_earnings_in_the_past_12_months_in_2023_inflation_adjusted_dollars_population_25_years_and_over_with_earnings
372,06073013503,6168,43.9,36.3,12.6,5.8,0.9,1.1,16.5,19.1,16.5,60.7,2.2,46.5,FALSE,0,1904,99470,112047,28.4,92.6,8.4,3.2,34.4,5.9,95.2,3.9,22.5,10.8,90.1,2.5,45211,56194
373,06073013504,3847,48.3,28.3,12.3,11.5,1.1,1,9.6,16.2,15.1,63.4,1.1,27.3,FALSE,0,1309,138304,154757,41.5,94,17.2,1.2,49.7,26.1,94.8,1.8,33.2,8.2,93.2,0.7,56389,75893
374,06073013505,5060,50.5,33.8,12.1,5.1,0.9,1.1,12.4,18,15.4,66.7,3.4,38.1,FALSE,0,1995,122422,147940,31.7,92.9,8.6,2.9,32.9,9.7,88.4,3.4,30.4,7.6,97.3,2.3,60784,49103
375,06073013506,4422,39.9,43.8,8.5,6.8,0.5,1,28.6,14.5,11.1,52.6,1.3,26.3,FALSE,0,1205,102031,115182,27.7,83.4,13.3,12.8,32.1,15.5,79.1,14.1,23.8,11.3,87.2,11.7,53932,57458
376,06073013601,5253,58,29.1,7.7,4,0.5,0.8,10.7,18.3,10.5,74.7,3.8,31.6,FALSE,0,2023,114656,135992,40.1,95.5,19.3,1.6,44.3,20.9,94.8,2,35.8,17.6,96.2,1.2,66096,81996
377,06073013604,6256,74.6,16.7,4.3,4.2,0.4,0.4,6.2,10,5.9,83.8,3.5,42,FALSE,0,1984,103606,121957,42.7,95.5,18.4,3,40.4,25.1,97.2,2.5,45.2,11,93.6,3.5,41370,72098
378,06073013605,5804,76.2,15,2.8,4.3,0.3,1,3.7,11.8,3.8,87.6,2.4,13.4,FALSE,0,2250,157344,181601,51.9,94.9,22.1,4.5,57.6,31.7,98.9,0,46.3,12.5,90.9,9.1,81037,100054
379,06073013607,2665,59.4,21.2,12,5.1,0.5,0.6,7.9,14.5,14.6,73.2,2.7,50.9,FALSE,0,937,80885,104391,31.9,86.7,17.8,6.2,39.4,22.3,96.5,2.5,22.3,12,74,11,86842,58373
380,06073013608,4048,68.8,17.9,5,6.1,0.7,0.8,5.3,13.4,7,81.3,7,53.9,FALSE,0,1557,84926,120666,36.9,88.2,12.5,5.7,39.2,13.8,93.8,5.2,34.3,11,82,6.4,41932,61500
381,06073013701,2588,68.2,23.3,2.4,4.4,0.7,0.5,9.1,14.7,4.2,82,3.2,26.4,FALSE,0,873,120464,138691,51.2,95.4,18.6,1.8,54.7,16.7,95.5,2.4,47.2,20.8,95.4,1.2,75000,77000
382,06073013702,5530,33.4,48.1,11.5,7.1,1.1,1.6,24.8,20.7,15.4,51.7,3.6,49.2,FALSE,0,1608,92566,112810,23.5,87.8,8.4,6,24.3,8.5,84.5,6.9,22.8,8.2,90.4,5.3,39675,59943
383,06073013801,5178,48.7,37.8,8.2,6,0.8,1.1,17.1,18.1,10.9,65.6,2.5,38.9,FALSE,0,1811,82404,118682,33.8,92,9.1,4.3,40.7,13.6,91.1,6.9,26.5,4.5,92.9,1.5,42236,53750
384,06073013802,3311,29.6,59.5,10.5,5.9,0.6,1.3,30.2,22,13.8,50.2,3.2,58.1,FALSE,0,870,79583,90705,14.8,84.6,2.8,7.6,18.7,1.6,85.7,5.6,10,4.3,83.2,10.1,39141,46571
385,06073013903,3927,32.1,47.6,7.4,13.2,1,1.8,24.3,20,11.4,49.4,0.8,31.5,FALSE,0,1202,128289,134822,29.4,94,6,2.8,33.6,7.8,90.8,4.9,24.7,4,97.7,0.3,44706,63568
386,06073013905,4084,38.3,32.4,15.8,10.5,1,1.2,15.1,18.2,19.7,54.1,2.9,17.3,FALSE,0,1260,127019,146304,36,92.5,16.9,4.2,36.9,13.5,89.5,5.9,35.1,20.3,95.5,2.5,45978,70532
387,06073013906,4965,33.7,48.3,13.8,6.2,0.7,2.1,24.4,19.2,17.1,50.9,2,42.8,FALSE,0,1686,70833,113773,26,85.8,8.2,6.9,30.1,12,87.5,6.4,21.3,3.8,83.8,7.5,36791,44678
388,06073013907,4159,22.3,61.6,14.8,6.4,0.7,1.8,38.3,15.7,17.4,36,3.1,70.8,FALSE,0,1236,59621,73467,13.1,73.2,1.6,10.5,11.2,2.4,72.7,10.4,15.2,0.7,73.7,10.6,32470,43710
389,06073013908,3972,22.7,62.9,9.4,8.9,0.5,2.2,32.8,23.6,12.2,44.6,2.5,52.1,FALSE,0,1172,87188,119135,21.6,84.2,3.8,6,20.2,1.4,83.3,7.5,22.8,5.9,84.9,4.5,32038,64179
390,06073013909,4521,27.7,59.4,8.8,8.9,0.4,1.3,30,23,11.7,48.5,2.2,22.9,FALSE,0,1515,96767,125304,19.3,86.2,3.7,4.6,17.2,5.4,87.6,2.6,21.4,2,84.9,6.6,42174,64063
391,06073014001,4941,38.1,45.8,9.7,8.3,1.1,1.2,21.6,20,12.3,56.6,2.6,39.1,FALSE,0,1584,78529,97666,18,89.8,9.8,6.7,18.6,11.8,88.9,5.7,17.4,7.5,90.8,8,40350,54479
392,06073014002,4291,35.2,46.3,11.1,11,0.5,2.1,20.5,19.7,13.9,53,2.3,23.6,FALSE,0,1194,77500,106540,18.6,81.7,5.8,11.3,23,4.8,77.7,16.1,14.1,6.8,85.9,6.4,37538,60446
393,06073014101,3867,38.7,51.3,5.4,7.4,0.6,1.4,24.7,21.7,7.7,58.5,2.9,29.9,FALSE,0,1323,98750,122714,24.1,90.6,4.4,3.4,28.6,7.8,93.8,2,19.5,0.9,87.2,4.8,37102,61549
394,06073014102,3827,19.2,42.7,26.3,12.4,1.7,0.8,24.1,15.4,29.9,32,1.2,25.8,FALSE,0,1058,103617,112341,22.9,88.3,9.3,6,26.2,11,87.5,7.2,19.1,7.4,89.2,4.6,51625,57377
395,06073014200,7130,36.4,44.4,10.7,11.1,1.3,1.5,21.5,17.6,13.2,52.3,4.7,28.2,FALSE,0,2159,104693,135343,24.7,91,11.4,5.1,31.5,14.5,89.7,6,19,8.8,92,4.3,57102,75610
396,06073014300,3957,34.8,50.7,9.4,9.4,0.7,1.1,24.5,20,12,52.9,2.5,53.6,FALSE,0,1301,87547,86643,20.9,84,6.7,6.8,21.8,6.6,88.1,7.6,19.9,6.9,78.7,5.6,41167,51303
397,06073014400,4270,28.2,47.2,24.7,4.7,1.2,1.1,26.8,13.3,28,39.4,5.1,88.3,FALSE,0,2046,46250,58441,10.6,84.2,4.1,9.6,9.4,3.3,78.8,12.6,11.9,4.9,89.8,6.5,26258,52176
398,06073014500,4076,43.3,37,10.2,10.2,0.6,1.1,16.4,18.3,12.9,60.4,3.2,51,FALSE,0,1416,81058,93638,29.4,93,10.8,2.5,28.7,11.2,95.2,1.3,30.3,10.5,90.4,3.9,40403,45099
399,06073014601,4779,50.2,33.3,9.5,6.2,0.6,0.9,14.5,18.1,13.7,66.4,5.9,67.7,FALSE,0,2296,71667,89909,29.7,87.3,9.1,7,33.1,6.1,84.9,5.9,26.3,12,89.7,8,46031,47344
400,06073014602,4902,58.6,21.5,8.6,9.7,0.7,0.8,7.4,14.2,11.8,71.4,3.7,39.4,FALSE,0,1902,126628,150871,48.1,96.7,22.8,1.4,48.3,25.7,96.1,2.6,48,19.6,97.4,0,65743,80615
401,06073014701,4045,59.7,26.7,5,6.7,1.1,1.5,10.2,15.8,7.5,74.3,3.6,45.7,FALSE,0,1492,97788,133521,38.6,97.3,13.6,0,40.9,11.7,96,0,36.3,15.7,98.7,0,62237,73750
402,06073014702,4239,57.8,26.4,5,7.8,0.3,1.1,9.5,18.4,7.9,74.7,3.2,34.7,FALSE,0,1637,115790,134637,47.6,86.5,13.4,8.2,38.9,11.1,81.1,12.3,57.4,16,92.7,3.7,51694,87969
403,06073014803,5048,62.9,23.2,6.4,6.2,0.8,1,7.4,15.3,9.3,76.8,4.9,73,FALSE,0,2154,72500,96346,35.4,91.6,12.7,1.7,32.3,9.8,91.6,2.3,39.1,16.3,91.6,0.8,57841,76250
404,06073014804,4588,66.3,20.3,5.1,5.6,0.5,1,6.6,15,7.1,80.2,3.4,42.8,FALSE,0,1998,82625,125498,46.4,96.8,20.3,3,47.7,24.5,95.4,4.2,44.5,14.1,98.9,1.1,54665,52807
405,06073014805,5104,61.7,23,7.6,7.9,0.5,0.6,8.2,13.6,9.9,74.3,4.2,61.9,FALSE,0,2218,94479,103727,41.7,97.2,14.7,0.1,46.9,13.5,100,0,36.2,16,94.2,0.1,70564,65698
406,06073014806,2677,47.1,33.1,12.6,7.5,0.8,1.5,15.4,15.2,15.9,60.9,4.4,77.1,FALSE,0,1611,64075,77809,21.4,89.3,4.2,6.1,19.2,6.3,95,3.8,23.4,2.3,84.1,8.3,41770,61031
407,06073014901,4742,61.1,24.1,7.7,4.6,0.5,0.7,8.4,17.1,10.9,76.4,3.2,62,FALSE,0,1854,82240,110932,44.7,96.3,22.2,0.6,46.3,24.2,94.6,0,42.5,19.6,98.5,1.3,41313,53319
408,06073014902,3340,65.2,24.9,4.6,4,0.2,1.6,8.5,15.9,6.7,79.8,3.6,64.1,FALSE,0,1460,72500,85588,34.7,97.3,13.7,0.9,38.7,13.6,95.5,1.1,30.2,13.8,99.4,0.6,42490,59180
409,06073015001,4294,63.3,25.9,3.5,7.1,0.3,1.2,8.2,16.4,5.5,79,4.4,47.5,FALSE,0,1594,79883,100277,43.9,99,10,0.8,48.1,12.5,98.6,1,38.5,6.5,99.5,0.5,47636,67906
410,06073015002,2468,56.8,25.4,11.6,6.3,0.8,0.6,11.3,12.5,15.2,67.9,5.4,90.5,FALSE,0,1207,59313,76328,32.5,90.2,13,1.9,38.3,19.3,86.5,3.7,26.4,6.2,94.2,0,54375,62817
411,06073015100,5011,66.1,21.8,4.9,5.1,0.5,1,7.5,14.9,6.7,80,4.4,42.1,FALSE,0,1772,99000,123058,36.7,98.3,12.5,1.2,37.8,14.8,98.8,1.1,35.6,10.3,97.8,1.3,40300,71368
412,06073015200,3958,75.2,17.1,2.1,3.9,0.1,0.7,3.4,14.5,3.3,89.4,3.3,11.4,FALSE,0,1443,154196,200267,52.7,94.9,22.8,1.7,57,23,92.2,2.5,48.4,22.5,97.6,0.9,73417,90938
413,06073015301,3411,57.5,29.5,4.8,6.3,0.6,0.8,16.2,13.7,6.8,69.8,2.6,55.8,FALSE,0,1126,61282,89746,28.7,94.4,8.1,1.1,29.8,9.5,93.5,1.1,27.7,6.8,95.2,1.1,35185,39361
414,06073015302,4591,68.1,20.1,4.4,6,0.3,0.6,8.2,12.4,5.8,79.7,3.3,22.1,FALSE,0,1427,115575,140012,39.5,91.9,16,4.5,41.5,21,89.4,8.1,37.5,11,94.4,1.1,37379,55043
415,06073015403,2545,81.3,11.9,1.9,2.9,0.2,0.1,3,10.6,3.2,91.2,4.1,11.5,FALSE,0,853,156635,208238,55.1,95.4,24.6,2.8,60.5,30.1,93.9,4.2,50.9,20.3,96.6,1.7,60208,76295
416,06073015405,5980,76,17.7,2.3,2.7,0.3,0.6,7,11.1,3.8,86.5,1.7,22.2,FALSE,0,1770,137048,184885,43.5,89.8,15.3,6.7,43.2,15.6,88.3,7.6,43.7,14.9,91.5,5.6,55855,82845
417,06073015406,2520,82.5,11.9,1.3,2.3,0.2,0.9,2.5,10.2,2.2,92,1.9,7.6,FALSE,0,827,153583,198266,47.4,94.8,18.4,0.1,43.5,17.8,95.5,0,51.3,19.1,94,0.1,34896,73750
418,06073015407,4323,69.1,19.2,4.9,3.7,0.4,1,9.4,11.5,6.4,79.9,1.4,78.8,FALSE,0,1226,46267,58048,22.3,77.6,4.7,17.2,24.6,8.1,75.9,19.2,19.9,1.1,79.2,15.1,25264,24468
419,06073015408,3817,73,18.7,4.5,3.5,0.4,0.6,6.8,11.3,5.7,84,2.1,38.9,FALSE,0,1379,99673,132420,27.7,87.3,11.9,7.2,25.3,13.8,85.6,9.6,30.4,9.7,89.3,4.4,57747,79688
420,06073015501,5346,73.2,23.4,1.2,2,0.4,1.3,7.7,14.2,2.3,87,3.4,16.7,FALSE,0,1856,111364,145478,28.8,87.7,9,6.8,33,11.1,87.8,5.8,24.1,6.7,87.7,8,45670,68750
421,06073015502,2950,71.8,19.1,1.4,1.7,0.1,5.4,5.8,13.9,3.4,84.3,3.5,12.2,FALSE,0,985,127120,151608,26.8,92.2,9.3,1.6,28.7,10,92.6,2.9,24.7,8.5,91.9,0,46397,80125
422,06073015601,6340,65.7,26.7,4.5,3.2,0.4,1.2,12.1,12.9,6.1,77.6,2.4,45.8,FALSE,0,2059,63974,89618,18.2,90.1,4.9,6.1,18.6,5.9,87.5,8.2,17.8,3.9,92.4,4.2,46435,46103
423,06073015602,2472,76.2,17.4,1.3,3,0.6,0.8,4.2,13.9,1.9,89.7,3.3,9.7,FALSE,0,809,152917,168892,45.5,95.3,18.7,2.3,38.9,17,96,2.3,51.7,20.2,94.5,2.2,35000,80240
424,06073015701,6503,45.9,35.9,10.8,6.1,0.5,1.2,21.9,13.6,13.2,58.1,2.4,84.9,FALSE,0,2389,42750,51916,20.5,80.4,6.2,13.1,28.2,10.4,78.8,14.1,12.3,1.9,82,12,26537,22472
425,06073015704,4559,57.3,32.6,6,4.8,0.4,0.9,18.2,12.4,8.2,68.7,2.8,59.8,FALSE,0,1432,47750,68233,18,84.3,3.2,9.4,20,2.9,87.7,9,15.7,3.5,80.4,9.8,40991,24231
426,06073015705,4515,60.7,27.4,8.2,4.7,0.8,1.4,13.4,10.9,9.8,70.2,7.2,90.1,FALSE,0,1221,60256,72326,10.3,65.5,4.7,25.8,11.2,7.7,68,21.4,9.4,1.4,62.7,30.6,30049,32357
427,06073015706,2473,52.1,34.6,6.7,4.9,0.2,1,21.6,13.5,8.7,64.3,2.9,77.7,FALSE,0,819,33640,46224,20.4,64.5,4.8,28.8,25.5,4.9,63.2,29,13.4,4.6,66.3,28.6,17209,34276
428,06073015801,4010,47.5,33.4,11.6,6.2,0.6,1.3,18.1,14.7,14.6,60.6,2.3,92.7,FALSE,0,1420,52212,61204,15.4,87.8,5.7,4.7,10.6,1.9,87.6,7.5,20.1,9.5,87.9,1.9,36884,39643
429,06073015802,5027,58.1,31.5,6.2,3.7,0.2,0.8,17.4,13.6,7.6,70.6,3.3,81,FALSE,0,1471,62292,74630,13,73.6,5.4,15.4,13.2,7.5,72.9,18.7,12.7,2.9,74.5,11.5,36847,48846
430,06073015901,3671,32.9,50.9,10.6,5.9,0.7,2.2,32,15.8,13.1,47.2,2.3,91.1,FALSE,0,1038,45690,61949,13.9,75.6,2.6,12.9,7.2,0,66.9,13.4,21.1,5.4,84.9,12.4,28851,35833
431,06073015902,5340,51.3,35.8,7.1,4.7,0.6,1.4,19.4,15.5,9.5,65.3,3,67.1,FALSE,0,1760,45921,70561,14,79.5,4.9,16.4,11.9,4.5,79.4,16.6,17.3,5.5,79.6,16.1,28333,44160
432,06073016000,2628,58.4,32.3,6.5,3.3,0.4,1.5,13.4,16.4,8.5,73.5,4.3,43.7,FALSE,0,873,100547,115278,33,90.3,12.2,3.9,33,16.5,91.1,3.2,33,8,89.5,4.6,54293,53857
433,06073016100,5991,64.1,23.9,4.9,5,0.5,1.2,8.8,15.5,7.2,78.6,4.3,37.9,FALSE,0,2172,108175,128770,28.8,92,12.1,6.1,24.3,9.9,94.6,4.7,33,14,89.7,7.3,46375,65865
434,06073016201,6079,73.4,17.6,1.9,4.8,0.7,0.6,5.3,13.4,3.1,86.5,2.1,19.5,FALSE,0,1903,142697,153557,51.1,94.4,19.2,4.7,55.3,19.6,97.2,2,46.6,18.7,91.4,7.7,55560,105214
435,06073016202,3793,46.2,32.5,13.6,5.8,0.7,1.6,15.4,16.7,16.9,60.9,5.2,87.5,TRUE,3,1338,68813,88139,22.5,84.3,7.3,8.2,18.7,7.3,86.6,8,26.5,7.3,81.8,8.5,55308,43415
436,06073016301,5533,50.7,34.1,8.8,5.5,0.4,1.2,16.5,16.9,11,66.6,3.6,68.7,FALSE,0,1751,64446,72037,13.3,83.8,3.3,7.6,14.2,4.7,79.7,10.2,12.3,1.9,88.3,4.8,29423,39696
437,06073016302,5750,51.1,34.4,9.4,5.4,0.2,1.1,16.1,16.7,11.5,66.4,3.2,67.8,FALSE,0,1784,56154,71654,17.4,78.3,3.8,9.1,19.3,4.1,78.2,11.3,15.1,3.5,78.4,6.5,28389,47580
438,06073016401,5311,66.6,26,3.6,4.7,0.4,0.8,9.7,14.1,5,79.7,2.9,28.5,FALSE,0,1726,110076,126094,26.2,93.5,8.5,3.1,27.7,7,93.5,3.1,24.7,10.1,93.5,3,41734,60938
439,06073016403,4778,68,24.2,3.6,4.1,0.3,1.2,10.3,12.5,5,79.5,2.5,41.9,FALSE,0,1647,81083,111316,37.1,90.7,13.9,1.7,35.6,15.2,92.1,0.4,39.2,12.1,88.6,3.4,46359,72375
440,06073016404,3190,50.6,40.1,6.1,5.9,0.4,1,19.9,16,8.6,65.4,4.4,78.9,FALSE,0,906,46737,71165,7.2,89.1,0.6,1.5,7.1,0.4,83.8,0,7.2,0.9,94.8,3.1,18479,40620
441,06073016502,7271,58.9,30.4,6.1,3.6,0.6,1.2,14.2,15.4,8.4,73.5,3.1,66.8,FALSE,0,2520,66701,86091,23.9,84.2,7.9,4.3,24.7,11,89.1,4.4,23,4.4,78.5,4.2,36818,37320
442,06073016503,3056,61.7,28,5.9,2.8,0.7,1.4,11,16.3,7.6,76.9,2.4,41.1,FALSE,0,946,97955,104648,20.3,89.2,2.6,5.2,26.1,3.4,93.1,5.5,13.6,1.7,84.7,5,39258,49789
443,06073016504,7171,42.4,43.6,10.9,4.3,0.8,1.4,23.7,16.6,13.7,57.3,3.5,71.7,TRUE,3,2335,59129,81042,18.1,83.5,4.6,10.7,21.2,5.4,82.5,12.6,14.3,3.7,84.7,8.3,33693,35000
444,06073016606,3576,70,19.4,1.1,6.7,1.1,0.6,6.2,14.3,2,83.4,2.5,26.9,FALSE,0,1320,126731,141712,33.6,90.8,10,5.1,37.9,9.2,95.7,3.4,29.5,10.7,86.2,6.7,62833,71359
445,06073016607,7111,71.5,19.6,1.9,5.6,0.4,0.7,6.5,13.3,3,84.3,2.1,26.2,TRUE,2,2423,141229,137213,34.3,94.4,11.6,2.6,33.1,13.1,93.7,2.5,35.5,10.2,95.2,2.6,57798,81324
446,06073016608,2475,79.4,15.4,0.7,3,0.2,0.4,2.9,13.3,1.7,91.7,1.1,15.4,FALSE,0,799,133092,138791,25.2,94.9,6.6,1.3,30.6,8.3,95.5,1.7,19.8,4.9,94.3,0.8,48859,59116
447,06073016609,5470,75.5,16.5,1,3.6,0.5,0.9,4.2,14.3,2.4,89.3,1.4,25.1,FALSE,0,2015,122873,130946,25.5,95.2,8.2,1.6,27.1,9.5,94.4,2.2,23.8,6.9,96.1,1,58194,70023
448,06073016610,4334,69.4,21.3,2.3,4.5,0.5,0.9,7.7,14.8,3.8,83.9,2,27.6,FALSE,0,1494,84407,108637,30.4,96.4,7.3,1.9,32.1,7,98.1,1.9,28.3,7.7,94.2,1.8,40881,61695
449,06073016613,2006,70.5,20.2,1.4,5.3,0.1,0.1,6.7,15.7,3.2,84.6,1.9,22.2,FALSE,0,714,116667,131440,43.6,95.7,11.1,0,42.3,15.2,97.2,0,45.2,6.5,94,0,61378,71528
450,06073016614,4115,70.3,20,1.4,5.7,0.5,0.8,5.8,15.6,3.4,84.8,2.1,25.8,FALSE,0,1313,116658,120549,41.8,91.5,13.7,5.8,40.7,15.7,90.6,8.1,43.1,11.4,92.7,2.9,54258,73179
451,06073016615,4278,60.6,28.4,5.5,6.9,0.3,0.8,15.6,10.4,6.9,70.3,5.1,50.5,FALSE,0,1172,131500,130475,29.7,88.6,8.1,3.6,27.9,8.9,88.2,2.9,31.8,7.3,89.1,4.5,41358,72039
452,06073016616,4452,66.3,22.6,3.5,5.3,0.7,0.8,8.8,14.6,5.1,80.2,2.6,39.3,FALSE,0,1395,75469,103963,25.3,89.3,8.7,6.8,26.6,8.2,90.6,7.5,23.4,9.5,87.5,5.7,54891,68654
453,06073016617,3550,62.8,26.8,2.7,6.4,1,0.9,11.2,15.1,4.4,76.8,5.1,48.1,FALSE,0,1588,46667,74127,20.4,89.1,5.3,3.3,16.1,5.2,88,3.2,25.7,5.5,90.4,3.3,42880,49357
454,06073016618,3947,69.4,19,3.3,4.7,0.4,1.1,6.1,15,4.6,83.6,2.9,22.7,FALSE,0,1572,100000,117192,41.9,93.2,14.5,1.9,44.6,14.6,94.7,2.3,38.9,14.4,91.6,1.4,53241,85545
455,06073016619,4576,65.3,20.2,2.8,8.4,0.6,0.6,6.9,15.4,4.9,80.1,2.4,29.9,FALSE,0,1850,83976,104233,30.8,93.4,10.8,1.1,28,11.6,92,1.3,34.1,9.8,94.9,0.8,45429,59821
456,06073016620,2664,72.1,21.4,1.4,3.8,0.8,0.8,6.2,15,2.8,86.4,1.1,25.8,FALSE,0,908,100000,116143,27,91.3,9.4,3.7,26.6,5.6,87.6,8.3,27.3,12.5,94.2,0,53125,70316
457,06073016621,4386,69.4,15.5,0.8,9.7,0.6,0.4,4.8,14.4,1.9,82.9,2.6,12.2,FALSE,0,1350,140250,170080,40,95.7,15.9,0.4,40.2,18.9,95.7,0.6,39.7,12.8,95.6,0.3,76217,83194
458,06073016703,2750,67.4,27.8,1.9,4.3,0.7,1.5,9.9,14.4,3.1,81.1,2,46.7,TRUE,2,1081,107202,106889,31.8,90.9,14.8,0.9,38.5,21.8,89.7,1.6,23.5,6,92.3,0,61528,76500
459,06073016704,7174,68.8,21.8,2.8,5.4,0.4,0.9,7.1,14.6,4.6,82.5,4.7,35,FALSE,0,2458,116711,153236,40.4,93.4,5.8,2.5,39.3,6.9,93.2,2.1,41.3,4.8,93.6,2.8,71728,69548
460,06073016705,4629,64.6,27.6,4.2,2.8,0.6,1.4,11.4,15,6.2,78.4,3.8,71.6,FALSE,0,1834,63523,96375,11.8,92.2,1.5,1,12,2.4,95,1,11.4,0.3,88.3,1.1,50498,81780
461,06073016706,2966,73.4,20.6,1.1,2.6,0.3,1.8,7.6,13.1,2.6,85.8,2,32.6,FALSE,0,920,82200,107940,24.2,92.8,7.7,1.3,28.5,9.9,96.4,0,19.8,5.5,89.1,2.6,48750,59375
462,06073016804,7727,61.2,31.1,4.2,2.6,0.7,1.4,13,17,6.6,77,3.7,62.9,TRUE,1,2825,85321,95537,22.1,92.2,5.8,2.3,24.7,9.2,93.3,3.1,18.1,0.5,90.6,0.9,54844,51863
463,06073016806,4462,61.5,32.8,2.2,2.6,0.5,1.2,16.7,15.3,3.8,76.1,2.9,44.4,FALSE,0,1303,83060,109954,16.2,80.3,3.5,7.1,22,5.3,81.7,4.3,9.9,1.7,78.7,10.1,37972,53605
464,06073016807,7707,68.5,24.4,2.7,3,0.2,0.9,10.3,14.4,4.5,82,2.7,20.8,FALSE,0,2666,116955,135277,28,92.5,6.8,2.5,25.7,7.1,93.2,3.9,30.1,6.6,91.8,1.2,41642,82958
465,06073016809,6056,66,26.5,2.7,4.1,0.2,0.8,8.8,17.4,4.4,82.5,4.3,17.6,FALSE,0,1798,82206,119250,27.3,88.6,8.2,4.7,31.2,13.9,95.1,1.7,23.5,2.8,82.5,7.6,62426,53896
466,06073016810,2733,75.8,18.7,0.8,2.7,0.1,0.7,4.3,15.5,2.1,91.1,2.6,13.7,FALSE,0,865,145268,169374,24.8,88.3,7.5,5.6,28.8,7.1,90.8,4.6,21.4,7.9,86.2,6.4,45685,77297
467,06073016811,4677,72.6,22.8,0.8,2.7,0.1,1.3,8.9,13.6,1.7,85.4,3.1,15,FALSE,0,1680,120107,122642,34.2,92.1,10.4,1.8,35,12.7,92.6,2.6,33.3,8.1,91.6,1,49798,73352
468,06073016812,3463,79.2,17.7,0.8,1.4,0.4,0.8,6,11.4,1.5,90.1,4.8,14.2,FALSE,0,1185,79861,139144,29.2,91.1,10.8,2.1,24.7,6.6,93.8,0.5,34.2,15.3,88,3.8,41750,60548
469,06073016813,3441,80.7,15.2,0.9,1.9,0.3,0.3,4.5,11.4,2,91.4,3.9,9.9,FALSE,0,1150,102813,136052,28.9,92.7,9.4,3.1,30.6,6.9,89.3,4.5,27.2,11.9,96.2,1.7,53370,79650
470,06073016901,7217,74.1,17.8,4.6,1.9,0.2,0.6,5.5,13.1,6.1,86.7,2.5,25.4,FALSE,0,2377,119669,161804,24.2,96.5,9.8,1.9,29.6,12.1,98.3,1.7,18.8,7.6,94.8,2.1,49583,79408
471,06073016902,2562,55.7,18.9,0.8,1.3,0.1,22,7.6,12.5,1.8,67.2,5.3,22.1,FALSE,0,762,116250,140962,19.6,85.8,6.8,7.1,19.4,5.9,92.5,2.8,19.9,7.8,79.3,11.3,36019,49455
472,06073017006,2924,77.5,9.8,0.6,8.7,0.1,0.6,1.7,10.8,1.3,87.3,2.1,10.9,FALSE,0,1074,170500,215925,60.8,97,30.7,2.2,57.8,26.4,97.6,1.4,63.7,34.8,96.5,3,71420,143906
473,06073017009,4482,60.2,25.1,1.2,11.5,0.3,1,11.4,14.5,2.4,74.1,3.3,36.1,FALSE,0,1517,98403,120026,41.3,92.7,18.4,6.5,42.7,14.4,89.8,8.4,39.8,22.5,95.5,4.5,46865,63700
474,06073017010,3110,62.7,17,1.6,13.3,0.5,0.6,5,16.2,2.9,77.9,1.3,15.1,FALSE,0,962,201875,204903,55.6,96.6,16.6,2.1,58.2,16.4,97.8,1,53.4,16.7,95.5,3.1,85781,115208
475,06073017014,2493,82.2,6.7,1.2,8.9,0.2,0.3,1.4,5.8,1.6,87.7,7.3,25.4,FALSE,0,1574,82549,117024,59.6,94.2,29.1,4,57.6,28.1,94,2.7,62,30.2,94.4,5.6,-,90574
476,06073017018,3727,42.7,18,2.9,31.9,0.5,0.6,7.1,14.3,5.5,55.4,5.8,47.9,FALSE,0,1786,99048,115126,56.5,97.9,19.1,1.1,61.2,17.6,96.8,2,51.2,20.8,99.1,0,45938,72669
