GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073019208,Census Tract 192.08; San Diego County; California,1161,167,8,6.5,0,3.6,3.8,4.1,2.6,2.6,14.9,9.8,5.3,4,11.5,7.4,7.8,3.3,18.7,8.2,27.5,8.6,132891,54193,168138,31703,44.6,(X),(X),(X),(X),(X),788,112,0,5.2,0,5.2,4.7,5.6,1.5,2.5,6.9,5.6,6.6,5.6,8,6.4,18.7,9.4,27.7,11.3,26,10.3,161957,27368,204335,47346,(X),(X),35.3,(X),(X),(X),685,96,0,6,0,6,5.4,6.4,1.8,2.9,5.3,6.4,7,6.3,9.2,7.4,16.1,7.9,25.4,11,29.9,11.5,167198,31817,N,N,(X),(X),(X),(X),(X),(X),373,152,24.9,19.5,0,10.8,1.9,3.2,4.8,6.2,31.9,23.2,2.4,4.3,18.8,17.8,1.9,3.1,4.8,5.5,8.6,10.6,40960,16581,62512,24041,(X),(X),(X),(X),57.6,(X)
1400000US06073019209,Census Tract 192.09; San Diego County; California,1048,131,6,5.2,0,4,0,4,4.7,5.2,2.7,2.9,7.5,6.8,7.8,5.3,24.3,7.9,14.2,8.9,32.7,10.6,141136,36577,155182,22836,34.5,(X),(X),(X),(X),(X),695,157,5.9,7.4,0,5.9,0,5.9,5.6,6.4,0,5.9,13.2,10.4,8.1,6.9,19.9,9.4,15.5,10.8,31.8,14.2,141989,39995,149240,26405,(X),(X),27.8,(X),(X),(X),580,171,7.1,8.9,0,7.1,0,7.1,6.7,7.5,0,7.1,7.8,7.4,7.9,6.6,19.1,9.3,15.9,11.6,35.5,16.7,162969,47767,N,N,(X),(X),(X),(X),(X),(X),353,167,6.2,7.8,0,11.3,0,11.3,13.9,16.8,7.9,10.7,9.6,14.9,9.9,10.9,20.4,18.5,0,11.3,32,34.3,132795,103178,133796,72727,(X),(X),(X),(X),43.6,(X)
1400000US06073019210,Census Tract 192.10; San Diego County; California,1838,206,1.2,1.6,1.5,2,3,3,14.3,8.6,8.6,4.8,21.7,9.6,11.9,6.1,19.8,8.3,10.8,7.5,7.3,4.6,74038,12129,95025,11892,40,(X),(X),(X),(X),(X),1405,210,4.2,5.2,1.4,2.4,4.7,4.3,16.8,12.4,10.5,9.8,16.4,9.3,8.1,5.8,24.3,13.4,7.1,5.5,6.4,4.9,70710,19560,88206,17628,(X),(X),28.1,(X),(X),(X),689,202,2.5,4.1,0,6,0,6,8.7,10,4.4,4.2,16.8,11.1,16.5,10.6,31.9,17.4,13.6,11,5.5,5.9,100197,22684,N,N,(X),(X),(X),(X),(X),(X),433,155,1.2,1.9,1.6,3,10.6,11.3,24.2,20.5,18.5,17,15.5,15.3,11.3,11.6,4.4,7.3,2.5,4.4,10.2,14.6,44801,18436,70965,32472,(X),(X),(X),(X),42.5,(X)
1400000US06073019301,Census Tract 193.01; San Diego County; California,2264,364,3.4,3.6,0.6,0.9,1.1,1.4,6.1,4.4,6.8,4.9,7.2,4.8,13.1,6.7,24,12.1,16.8,8.8,20.9,7.7,112750,33797,135166,17199,31.4,(X),(X),(X),(X),(X),1791,361,3.2,4.5,0,2.3,0,2.3,3.6,2.9,3.1,2.4,7.3,5.6,14.2,7.7,26.5,14.5,20.2,11.6,22,9.5,127438,43767,145554,21223,(X),(X),37.4,(X),(X),(X),1535,354,0,2.7,0,2.7,0,2.7,3.1,2.9,2.5,2.2,7.4,6.7,12.3,8.4,29,16.6,21.2,13.2,24.6,11.1,138750,42949,N,N,(X),(X),(X),(X),(X),(X),473,169,4.4,5.3,2.7,4.5,5.1,6.3,15.6,16.3,24.3,19.7,7,8.1,5.5,5.5,20.7,15.7,2.1,3.8,12.5,12.2,49028,39515,88744,29947,(X),(X),(X),(X),5.1,(X)
1400000US06073019303,Census Tract 193.03; San Diego County; California,2687,318,3.2,3.9,1,1.2,4.4,3.9,1.5,1.5,5.5,4.1,16.1,6.2,15.3,5.7,9.6,4.5,22.6,9.4,20.8,7.1,124338,52977,144586,20459,35.4,(X),(X),(X),(X),(X),2004,329,0.5,0.9,0,2.1,0.2,0.7,0.9,1.5,4.2,4.8,16.8,8.7,14.5,7,11,5.8,27.7,11.6,24.2,9.3,154490,24466,163755,24589,(X),(X),34.6,(X),(X),(X),1589,360,0.6,1.1,0,2.6,0.3,0.9,1.1,1.9,5.3,5.9,7.2,6,9.6,6.2,13,7.2,32.3,13.4,30.5,11.4,163479,7720,N,N,(X),(X),(X),(X),(X),(X),683,197,11.3,14.4,3.8,4.7,16.7,13.5,3.4,3.9,9.2,8.2,14.2,10.5,22.8,13.5,5.6,5.9,7.3,6.5,5.7,7.3,60601,25403,73958,23593,(X),(X),(X),(X),37.9,(X)
1400000US06073019304,Census Tract 193.04; San Diego County; California,1137,103,4.2,3.1,0,3.7,0,3.7,2.6,3,14.9,8.6,10.4,5.8,16.2,9,23,8.6,14.2,5.9,14.6,7.6,103207,24549,120079,16478,34.1,(X),(X),(X),(X),(X),861,97,2.6,2.9,1,1.8,0,4.8,0,4.8,12.9,9.7,11.5,6.8,14.8,8.8,24.6,10.3,16,7.5,16.6,8.9,108015,26190,128382,19052,(X),(X),29.2,(X),(X),(X),658,117,0,6.3,0,6.3,0,6.3,0,6.3,15.7,12.9,4.9,4.8,16.1,10.5,23.1,12.5,20.5,9.8,19.8,10.6,120952,39983,N,N,(X),(X),(X),(X),(X),(X),276,114,9.4,9.4,0,14.2,0,14.2,10.9,11.9,17.8,15.4,13.8,12,20.7,24.2,15.9,13.9,6.5,7.7,5.1,6.4,71458,36142,80625,19257,(X),(X),(X),(X),49.6,(X)
1400000US06073019305,Census Tract 193.05; San Diego County; California,1746,220,5.2,4.8,1.1,1.4,5.1,2.8,9.4,5.8,6.8,3.7,16.7,8.2,18.2,6,24.8,8.3,3.5,2.7,9.2,7.8,76768,5157,90364,13138,31.6,(X),(X),(X),(X),(X),1126,253,3,3.8,0,3.7,0.4,0.7,7,6.3,7.5,5.2,20.3,11.3,18,7.2,25.5,10.2,4.7,4,13.5,11.8,86512,20291,105521,19449,(X),(X),32.9,(X),(X),(X),814,240,0.6,1.2,0,5.1,0.6,1,3.8,3.7,5.2,5.3,23.7,15.1,17.9,8.6,24,10.6,5.5,5.3,18.7,15.6,93438,26078,N,N,(X),(X),(X),(X),(X),(X),620,155,9,10.6,3.2,3.9,13.5,8.7,13.7,11,5.6,4.8,11.3,8.7,18.4,11,22.4,14.2,1.3,2.3,1.5,2.4,57419,36829,62218,13657,(X),(X),(X),(X),29.2,(X)
1400000US06073019403,Census Tract 194.03; San Diego County; California,1870,176,1.4,1.7,4,4.7,0.3,0.6,1.3,2.2,9.1,6.1,20.7,9,13,8.5,25.2,9.3,12.6,6,12.2,5.9,100227,21013,119091,18470,25,(X),(X),(X),(X),(X),1174,182,1,1.7,0.8,1.2,0.5,0.9,0,3.6,4.1,5.9,11.4,7.2,19,12.9,35.9,12.9,11.3,5.4,16,8.6,112949,10486,140969,23183,(X),(X),25.6,(X),(X),(X),917,159,0,4.5,1,1.6,0.7,1.2,0,4.5,5.2,7.5,10.7,8.3,15,13.3,33.6,15.3,14.5,6.9,19.3,10.4,134097,32472,N,N,(X),(X),(X),(X),(X),(X),696,172,2.2,3.4,9.5,12.7,0,5.9,3.4,6.2,17.5,13.3,38.6,18.8,6,7.7,6.3,7.5,14.8,14,1.6,2.9,59219,14170,74848,18629,(X),(X),(X),(X),24,(X)
1400000US06073019404,Census Tract 194.04; San Diego County; California,778,83,4.1,5.3,5.1,4.7,4.8,4.5,1.7,1.3,10.3,5.6,18.8,8.4,9.3,5.7,20.7,6.5,9.3,5.7,16.1,6.9,79896,29318,114566,20623,58.4,(X),(X),(X),(X),(X),636,90,5,6.5,3.9,4.6,6.8,6.5,2,1.6,6.1,4.7,15.3,8.4,9.9,6.4,25.3,8.6,12.3,6.7,13.4,5.9,103500,47157,112226,19982,(X),(X),57.4,(X),(X),(X),382,76,0,10.5,0,10.5,2.4,2.8,1.3,1.9,10.2,7.7,16.5,11.5,7.6,7.2,28.5,12.4,18.8,10.9,14.7,6.9,109453,22593,N,N,(X),(X),(X),(X),(X),(X),142,63,0,25.4,17.6,19.7,3.5,5.9,0,25.4,23.2,20.9,28.9,22.7,8.5,9.8,4.2,7.4,0,25.4,14.1,20.8,56000,16842,77229,43713,(X),(X),(X),(X),56.3,(X)
1400000US06073019405,Census Tract 194.05; San Diego County; California,1356,179,4.4,6.4,0,3.1,2.4,2.6,9.4,6.2,17,8.4,13.3,7.2,21.2,8,11.2,4.4,10.4,5.3,10.7,5.8,76382,7069,97560,13082,26,(X),(X),(X),(X),(X),1077,182,5.6,8,0,3.9,0.5,0.9,7.3,5.6,19.4,8.8,12.4,7.5,24.3,9.8,7.1,4,11.2,6.8,12.2,7,76866,10649,99432,15744,(X),(X),28.3,(X),(X),(X),677,140,0,6.1,0,6.1,0,6.1,5.9,6.1,22.3,11.9,6.4,5.2,29.7,13.1,7.1,5.4,14.6,9.4,14,9.6,90795,17114,N,N,(X),(X),(X),(X),(X),(X),279,108,0,14.1,0,14.1,10,12,20.1,17,20.1,21.7,6.5,7.7,9.7,8.8,21.5,15.5,7.2,9.2,5,6.3,-,**,80078,24595,(X),(X),(X),(X),17.2,(X)
1400000US06073019406,Census Tract 194.06; San Diego County; California,1664,262,2.8,2.6,1.6,1.5,3.7,2.4,7.9,9.1,5.8,4.8,20.8,8.8,18.4,9,18.4,7.2,10.2,5.7,10.3,8.4,83590,8043,101792,16874,42.4,(X),(X),(X),(X),(X),1155,221,0,3.6,0.8,1.3,1.7,1.9,0.3,0.9,6,5.3,24.9,10.4,22.2,11.5,25.3,10.2,7.3,4.7,11.5,11.5,88897,19164,112879,21115,(X),(X),38.5,(X),(X),(X),851,207,0,4.9,1.1,1.7,1.2,1.9,0,4.9,4.8,4.6,19.6,10.6,22.2,13.4,26.7,12.4,9.9,6.2,14.6,15.1,105335,21857,N,N,(X),(X),(X),(X),(X),(X),509,193,9,8.6,3.5,4.1,8.3,6.7,25.9,25.6,6.1,10.5,14.1,12.9,18.3,12.3,7.7,7.9,1.8,2.9,5.3,6.1,48831,41995,61525,16920,(X),(X),(X),(X),48.9,(X)
1400000US06073019501,Census Tract 195.01; San Diego County; California,807,86,5.8,5,2,3.6,1.7,1.9,7.8,5.5,16.5,8.1,13.1,5.3,14.1,7.2,21.9,7.7,7.7,4.5,9.3,5.8,82750,16245,92071,11645,40.1,(X),(X),(X),(X),(X),646,86,6.7,6.1,0,6.4,2.2,2.3,2.3,2.9,15.8,8.8,19.2,7.9,13.9,6.8,24,9.4,7.3,5.4,8.7,4.8,82786,16478,94649,12795,(X),(X),40.6,(X),(X),(X),329,76,0,12.1,0,12.1,1.5,2.5,0,12.1,17.6,13.6,11.9,8.2,9.4,7.9,31.3,13.7,14.3,10.4,14,9.4,105179,19575,N,N,(X),(X),(X),(X),(X),(X),161,67,10.6,12.7,9.9,17.8,0,22.9,34.2,23,22.4,18,3.1,4.9,0,22.9,18.6,19.9,1.2,3.1,0,22.9,33125,7515,48486,20817,(X),(X),(X),(X),38.5,(X)
1400000US06073019502,Census Tract 195.02; San Diego County; California,1547,172,8.7,6,0.5,0.8,9.6,6.9,5,3.5,18.7,7.5,20.2,7,11,6.7,10.2,4.6,5.4,3.5,10.6,5.6,60078,12550,88904,20783,35.6,(X),(X),(X),(X),(X),1206,159,5.5,4.6,0,3.5,11.1,8.7,4,3.7,21.7,8.7,21.6,8.6,14.6,8.5,6.3,3.8,7.6,4.5,7.6,4.6,61154,12149,78513,10317,(X),(X),33.4,(X),(X),(X),757,163,3.4,3.5,0,5.5,5.7,8.7,2.9,4.8,25,11.9,22.5,11,11.1,13.1,8.1,5.4,12.2,7.2,9.2,6.3,64449,16600,N,N,(X),(X),(X),(X),(X),(X),341,145,24.6,16.8,2.3,3.9,6.5,7.5,4.4,5.6,11.7,11.9,13.2,12.5,4.4,6.7,14.1,11.2,0,11.7,18.8,18.8,50134,24939,114122,83091,(X),(X),(X),(X),39.3,(X)
1400000US06073019503,Census Tract 195.03; San Diego County; California,1603,153,4.4,3.2,1.4,1.5,5.6,3.6,11.4,5.5,7.8,3.9,13.5,5.3,14.7,6.2,27.4,7.1,5.3,3.1,8.5,4.7,82123,6684,166974,114396,34.1,(X),(X),(X),(X),(X),1138,167,1.6,1.8,0.9,1.4,1.3,1.6,10.4,5.8,8.5,4.7,12.8,5.6,19.3,8,30,8.5,6.4,4.2,8.8,6.2,95800,16427,206287,160451,(X),(X),34.1,(X),(X),(X),747,138,1.2,2,0,5.5,0,5.5,6.3,5.8,1.2,1.8,8.6,5.8,16.7,8.8,43.6,11.9,9,6.1,13.4,8.9,112629,6112,N,N,(X),(X),(X),(X),(X),(X),465,129,11.2,9.5,2.8,3.7,16.1,11.3,15.9,12.5,6,5.9,13.8,10.2,9.5,9,22.8,12.5,0,8.7,1.9,2.8,43869,25674,59229,11394,(X),(X),(X),(X),28,(X)
1400000US06073019601,Census Tract 196.01; San Diego County; California,2114,168,1.5,2,0.9,1.7,3.7,3.1,5.4,4.3,7.4,6.3,14.9,7.1,13.9,6.1,14.9,6.6,14.6,8.2,22.8,8.5,112981,42921,136941,24398,39.8,(X),(X),(X),(X),(X),1688,245,1.8,2.6,0,2.5,6.9,6.2,4.6,4.8,1.1,1.4,14.3,8.5,12.6,7.3,20.4,8.6,16.3,9.9,22,9.3,122982,39316,142273,28815,(X),(X),39.7,(X),(X),(X),1132,287,2.7,3.8,0,3.7,0,3.7,1.1,2.4,0,3.7,17.5,10.9,6.7,4.9,15.5,9.2,23.6,13.5,32.8,11.9,178418,34761,N,N,(X),(X),(X),(X),(X),(X),426,185,0,9.5,4.5,7.8,4,6.6,8.7,9.6,34.7,22.6,7.7,9.8,17.4,13.6,11,9.7,4.2,6.1,7.7,9.4,48750,41923,80521,25429,(X),(X),(X),(X),23.7,(X)
1400000US06073019602,Census Tract 196.02; San Diego County; California,1647,179,2.4,2.8,1,1.4,1.5,1.7,7.1,4.8,6,3.8,10.3,4.4,18.3,8.6,19.2,6.9,11.5,4.7,22.7,6.3,110625,24383,139745,19053,40.9,(X),(X),(X),(X),(X),1303,164,0,3.2,0,3.2,0.5,1,5.3,4.6,7.1,4.6,7.8,4.4,22.5,9.7,25.3,8.7,10.9,4.9,20.6,6,113466,14463,144727,19024,(X),(X),39,(X),(X),(X),1143,176,0,3.6,0,3.6,0.5,1.1,4,4.4,4.7,4.5,8.1,4.9,21,10.1,26.8,9.8,11.9,5.5,22.9,7.1,115260,7807,N,N,(X),(X),(X),(X),(X),(X),344,137,11.6,12.3,4.7,6.5,5.5,7.1,14,15.4,6.7,7.2,19.8,16.5,12.2,14.2,2.9,4.9,9,9.1,13.7,15.5,67647,35776,94835,40488,(X),(X),(X),(X),39.5,(X)
1400000US06073019701,Census Tract 197.01; San Diego County; California,2623,339,0.9,1,1.7,2.7,3.6,3,6.9,6.3,15.3,7.4,14.3,5.7,14.3,6.5,20.1,8,4.5,2.5,18.4,7.7,90234,12858,121058,19816,27,(X),(X),(X),(X),(X),1790,336,0,2.3,2.5,4,5.1,5,0,2.3,9.4,6.5,11.8,6.3,18.8,8.6,24.5,10.2,4.9,3,22.8,10.4,104461,16508,141115,25670,(X),(X),25.6,(X),(X),(X),1336,302,0,3.1,0,3.1,0,3.1,0,3.1,7.5,7.5,11.5,7,20.7,11.4,27.8,12.1,5.6,4.1,26.9,13.2,113425,9989,N,N,(X),(X),(X),(X),(X),(X),833,274,2.9,3.3,0,5,5,6,21.8,18.7,23,17.2,19.6,12.3,6.4,5.7,10.4,10.3,3.6,4.6,7.2,8.3,46840,20179,70508,21929,(X),(X),(X),(X),29.8,(X)
1400000US06073019702,Census Tract 197.02; San Diego County; California,1559,127,0.8,1.2,0.6,1.1,4.6,3.3,7.3,5.2,7,4.3,12.3,5.5,16.5,5.9,24.2,6.7,11.8,4.3,14.8,5.8,101607,19878,122725,14776,37.8,(X),(X),(X),(X),(X),1163,163,4.2,5,0.9,1.5,2,2.1,0.3,0.7,4.6,3.5,11.7,6.3,15.8,7.4,29.6,8.1,12.3,5.2,18.6,7.6,117313,22122,135905,19076,(X),(X),37.8,(X),(X),(X),953,155,0,4.4,1,1.8,1.8,2.3,0.4,0.9,4,3,8.8,5.7,16.4,9,32.2,9.1,14.2,6.2,21.2,9,132454,16549,N,N,(X),(X),(X),(X),(X),(X),396,96,0,10.2,0,10.2,13.6,11.2,18.4,15.4,18.9,14.9,17.7,13.6,15.9,16.9,10.4,7.4,2.3,3.9,2.8,5,49643,12251,67719,12550,(X),(X),(X),(X),25,(X)
1400000US06073019803,Census Tract 198.03; San Diego County; California,2384,328,3.4,2.9,1,1.2,4.1,4.4,12.7,12.6,1.9,1.6,14.8,6.9,6.8,3.6,25.2,7.4,17.1,8,12.9,6,107813,29213,129941,27235,34.4,(X),(X),(X),(X),(X),1501,331,3.8,3.5,0,2.8,1.7,2,15.1,15.6,0.9,1.5,18.3,9.2,5.6,3.9,18.9,8.5,16.9,10.4,18.9,9.4,103983,42887,147122,41033,(X),(X),43.2,(X),(X),(X),1081,328,0,3.9,0,3.9,0.8,1.6,20,21,0,3.9,17.2,10.4,3.6,3.1,12,7.3,21.4,13.5,25,14.3,135759,84803,N,N,(X),(X),(X),(X),(X),(X),883,201,4.6,5.9,2.8,3.3,8.2,10.2,8.6,11.3,3.7,3.6,11.7,11.3,11.6,8.4,30.4,14.6,16.6,12.7,1.8,3,98807,39023,94557,18085,(X),(X),(X),(X),16.6,(X)
