GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US06073018803,Census Tract 188.03; San Diego County; California,1843,172,4.4,3.6,2.9,3.7,4.3,4.2,2.7,2,10,4.3,11.2,4.6,11.4,4.1,25.4,8.1,6.9,3,20.8,5.3,101161,7253,147328,21063,38.9,(X),(X),(X),(X),(X),1302,183,2.2,2.6,0,3.2,4.8,5.8,1.5,1.6,6.7,4.5,8.7,4,11.4,4.9,31.7,10.4,6.8,3.3,26.3,7.1,111813,10469,167200,26423,(X),(X),37.2,(X),(X),(X),965,137,3,3.4,0,4.3,1.6,1.7,2,2.2,5,3.4,7,3.7,11.1,5.6,30.5,9.4,7.2,4,32.7,8.5,122011,19500,N,N,(X),(X),(X),(X),(X),(X),541,130,9.6,9.1,10,11.8,3,3.3,5.5,5.4,17.9,8.9,18.1,10.4,11.5,9.5,9.4,9.1,7.2,6.2,7.8,5.8,57422,19658,98792,34694,(X),(X),(X),(X),42.1,(X)
1400000US06073018804,Census Tract 188.04; San Diego County; California,2062,263,1.5,1.8,0,2,8.7,7.7,1.6,1.8,4.4,4.8,6.1,3.5,16.9,7.6,19.4,7.1,13.4,6.1,28,10.8,126161,29427,154145,23893,55.7,(X),(X),(X),(X),(X),1622,247,0.8,1.4,0,2.6,4.5,7,0.8,1.3,5.1,5.6,3.1,3,17.1,8.5,22.1,8.5,12.1,5.7,34.3,12.9,136633,36120,172234,27702,(X),(X),60.5,(X),(X),(X),1536,253,0.8,1.5,0,2.7,4.8,7.3,0,2.7,4.6,6,3.3,3.2,16.7,8.7,20.7,8.4,12.8,6.1,36.3,13.5,144167,44462,N,N,(X),(X),(X),(X),(X),(X),440,162,3.9,6.4,0,9.2,24.3,21.2,4.3,6.7,4.3,7,17,13.5,13.9,13.5,9.5,10.3,21.4,19,1.4,2.4,72639,30338,85227,27002,(X),(X),(X),(X),38,(X)
1400000US06073018805,Census Tract 188.05; San Diego County; California,1478,209,2.1,2.1,0.5,1.7,6.9,4.7,0.9,1.6,5.9,3.7,10.8,5,6.6,4.9,28.8,7.3,14.1,6.2,23.3,12,135717,15326,155676,26517,25.6,(X),(X),(X),(X),(X),1223,200,1.9,2.2,0.7,2,4.6,3.2,0,3.4,3.9,2.9,10.1,5.4,8.7,5.8,29.6,7.9,13.4,7.4,27.1,14.2,136638,8670,163656,29834,(X),(X),24.8,(X),(X),(X),1083,219,0,3.8,0,3.8,2.4,3,0,3.8,4,3.1,9.9,5.8,9.9,6.6,31.8,9.6,14.9,8.1,27.2,16.2,137238,13253,N,N,(X),(X),(X),(X),(X),(X),255,88,3.1,5.6,0,15.3,18,19,5.5,9,15.3,14.8,13.7,12.9,5.1,6.9,16.1,13.6,17.6,12.7,5.5,8.7,70083,38825,102285,41316,(X),(X),(X),(X),23.9,(X)
1400000US06073018903,Census Tract 189.03; San Diego County; California,1652,183,3.7,3.1,2.1,1.7,5.9,5.3,4.5,4,18.2,10,16.4,6.6,18,6.4,12.8,4.7,12.5,6.2,6,3.1,73750,14840,92561,10701,36.1,(X),(X),(X),(X),(X),1243,169,2.9,3.9,0,3.4,8.7,7.1,1,1.5,22.8,12.6,15,6.1,15,6.7,16.7,8.6,11.2,5.6,6.8,4.3,74375,20609,94799,12959,(X),(X),36.8,(X),(X),(X),749,111,1.1,2,0,5.5,6.4,7.5,0,5.5,18.3,9.7,19.4,8.7,16.8,7.9,15.1,7.8,11.6,5.1,11.3,7.3,78856,10730,N,N,(X),(X),(X),(X),(X),(X),409,136,6.1,5.4,8.3,7.8,0,9.9,15.4,14.8,9,9.2,20.8,15.2,24.7,16.9,8.8,9.1,6.1,7.5,0.7,1.9,66042,24992,69392,12778,(X),(X),(X),(X),34,(X)
1400000US06073018904,Census Tract 189.04; San Diego County; California,1910,145,4.5,3.1,2.1,2.8,4.5,4,6,4.2,18.3,9.1,16,7.3,20.2,8.1,7.3,3.9,16.1,6.5,5.1,3.3,71307,19402,93798,14576,42.5,(X),(X),(X),(X),(X),1364,184,0.7,0.9,2.2,3.4,4.4,4.8,3.2,4.5,18.6,11.9,19,10.2,18,8.7,11.1,6.1,19.9,9.3,2.9,2.9,80000,23049,96980,15074,(X),(X),46.1,(X),(X),(X),978,183,0,4.2,3.1,4.8,1.6,1.9,4.4,6.3,16.5,11.8,17.1,12,24.1,11.5,8.1,6.2,21.2,11.2,4,4,86607,17662,N,N,(X),(X),(X),(X),(X),(X),546,136,13.9,9.8,2,3,14.5,13.5,13.2,9.1,19.4,12.3,9.2,8.3,17.6,14.7,2.7,3,2,2.7,5.5,6.6,36620,7345,67308,28123,(X),(X),(X),(X),33.3,(X)
1400000US06073018905,Census Tract 189.05; San Diego County; California,1833,141,3.2,2.4,3.3,3.5,2.5,2.2,7.6,5.5,12.2,5.1,19,7.1,7,3.7,20.5,7.6,16.1,6.5,8.7,4.9,78975,22970,99532,9516,36.7,(X),(X),(X),(X),(X),1425,172,3.3,3,3,3.2,1.8,1.9,7.6,6.8,9.7,6,16.1,7.9,5.5,3.3,22.2,8.5,19.7,8.4,11.2,6.7,105754,16738,109981,13068,(X),(X),37.8,(X),(X),(X),974,178,1.8,2.1,0,4.3,0.5,1.1,1,1.7,10.8,7.3,11.1,7.2,5.9,3.9,26.6,10.4,28.9,11.7,13.4,8.1,121118,23305,N,N,(X),(X),(X),(X),(X),(X),408,147,4.9,6.6,9.8,12.4,2.9,5.1,12.5,11.4,15.2,10.9,25.2,17,14.5,11.3,13.2,13.1,1.7,3.1,0,9.9,56759,23247,58088,12322,(X),(X),(X),(X),28.2,(X)
1400000US06073018906,Census Tract 189.06; San Diego County; California,1923,173,2.9,4,1.4,1.3,4.5,3.7,9.7,5.5,15.3,7.3,14.8,5.7,15.8,6.5,12.9,5.7,11.1,5.8,11.5,5.8,76410,11222,99388,11597,51,(X),(X),(X),(X),(X),1576,177,3.6,4.8,2.6,3.2,7.5,7.7,11.7,6.7,9.6,6.9,12.9,5.9,19.2,8.3,11.2,5.7,11.1,6.3,10.6,5.4,75944,14004,94678,13725,(X),(X),45.4,(X),(X),(X),1031,200,0.9,1.5,0.9,1.3,1.2,1.6,7.7,6.7,10.7,7.7,10.5,5.9,23.5,10.1,12.8,7.1,17,9.3,15,8.1,90742,22915,N,N,(X),(X),(X),(X),(X),(X),347,126,0,11.5,5.2,6.2,3.2,5,2,3.3,28,19.8,23.1,14.4,6.6,10.8,5.2,6.6,11.2,12.6,15.6,17.4,68008,19164,104273,38477,(X),(X),(X),(X),45.8,(X)
1400000US06073019001,Census Tract 190.01; San Diego County; California,2217,259,4.8,3.9,0.9,1,3.4,2.4,1.4,1.1,8.9,4.4,3,2.2,14.3,6.1,27.2,8.4,8.6,4.1,27.5,7.3,128244,7760,144116,17582,52.6,(X),(X),(X),(X),(X),1888,274,4.9,4.5,0.5,0.8,1.3,1.6,0.8,0.7,7,4.3,4,2.8,23.7,10.9,25.3,7.9,6.5,4,26,8.6,116977,23762,143522,20940,(X),(X),53.9,(X),(X),(X),1575,195,1.2,1.9,0,2.7,1.3,1.9,0.7,0.8,8.3,5.1,2.9,2.4,19.1,7.6,28.8,8.3,7.8,4.7,29.9,9.2,129359,18341,N,N,(X),(X),(X),(X),(X),(X),329,101,4.6,7.2,3,5,15.5,13.5,4.9,6.9,19.8,13.7,3.6,5,4.6,7.4,10.6,11.5,17,15.5,16.4,17.8,-,**,108271,40008,(X),(X),(X),(X),41.9,(X)
1400000US06073019002,Census Tract 190.02; San Diego County; California,1302,231,2.6,2.2,1.9,2.3,3.3,3,2.5,1.7,5.5,3.4,9.4,3.3,14.1,9.9,23.4,7,12.4,5.5,24.7,8.5,130987,12538,143032,15726,34.3,(X),(X),(X),(X),(X),984,143,2.2,2.6,0.6,1.2,1.7,2.7,0.8,0.7,4.8,3.8,9.1,4.3,11.9,6.6,21.7,8,16.8,7,30.3,9.9,147350,17009,156291,16771,(X),(X),26.5,(X),(X),(X),769,140,0,5.4,0,5.4,2.2,3.4,0,5.4,3.5,3.4,7.3,4.4,4.9,4.3,24.7,9.8,20.3,8.6,37.1,12.5,168750,27011,N,N,(X),(X),(X),(X),(X),(X),318,161,3.8,4.3,6,9.7,8.2,8.9,7.5,7.3,7.9,8.1,16,12.6,33,32.9,14.8,14.4,0,12.5,2.8,4.4,81667,63179,74628,18509,(X),(X),(X),(X),58.2,(X)
1400000US06073019103,Census Tract 191.03; San Diego County; California,2022,298,0,2.1,3.4,3.6,6.5,8.3,6,6.5,0.6,1,5.8,3.4,24,8.3,17.3,7,16.1,7.6,20.3,6.9,115254,21707,138232,20615,39.7,(X),(X),(X),(X),(X),1555,280,0,2.7,0,2.7,8.4,10.6,0.6,1.1,0.8,1.3,4.9,3.7,22.4,9.1,25,9.8,17,8.8,20.9,7.8,117661,14008,151023,25152,(X),(X),42.6,(X),(X),(X),1195,262,0,3.5,0,3.5,9.6,13.4,0.8,1.4,1,1.7,3.5,3.3,23.8,11.6,23.2,10.3,14.2,8.7,23.8,8.9,117946,15467,N,N,(X),(X),(X),(X),(X),(X),467,192,0,8.7,14.8,15,3.4,5.4,23.8,22.9,0,8.7,8.8,9.3,29.6,21.1,6.6,8.4,13.1,11.6,0,8.7,74650,41416,74059,18852,(X),(X),(X),(X),25.9,(X)
1400000US06073019105,Census Tract 191.05; San Diego County; California,2668,460,2.3,3.7,5.7,4,3.4,2.4,3.8,2.4,8.3,4.8,10.3,5.5,10.9,5.2,15.5,6.6,14.1,5.6,25.7,11.8,118636,31048,151250,24404,44.2,(X),(X),(X),(X),(X),1979,435,3.1,5,0,2.1,0.8,1.3,2,1.9,6.1,4.6,10.2,6.9,10.1,6.1,17.2,8.5,18,7.5,32.6,15.2,150767,35220,181540,30021,(X),(X),45.3,(X),(X),(X),1860,451,3.3,5.3,0,2.3,0,2.3,2.2,2.1,3.9,3.4,10.8,7.4,10.7,6.5,18.3,9,17.5,7.8,33.4,16.3,150966,40327,N,N,(X),(X),(X),(X),(X),(X),689,185,0,6,21.9,14.1,11,8,8.9,6.8,16,12.6,9.4,7.1,13.5,9.7,10.7,8.5,4.4,5,4.2,5.1,45653,12293,62498,14262,(X),(X),(X),(X),30.3,(X)
1400000US06073019107,Census Tract 191.07; San Diego County; California,950,61,3.3,2.9,1.7,1.3,4.5,4.1,3.5,2.3,8.2,4.2,14.1,5.5,8.7,5.8,4.3,2.9,19.9,9.2,31.8,9.2,159375,60262,153165,19994,37.8,(X),(X),(X),(X),(X),766,93,1.2,1.5,0.8,1.2,4.8,5,3.8,2.5,3.7,2.6,12.9,6.4,11.5,8.2,4.6,3.4,19.2,11.2,37.6,10.7,179286,47747,165535,22847,(X),(X),36.7,(X),(X),(X),645,106,1.1,1.8,0.9,1.4,5.4,5.8,2,2,3.4,3,11.2,6.8,10.4,8.7,4,3.4,21.4,12.8,40.2,12.2,195325,37037,N,N,(X),(X),(X),(X),(X),(X),184,60,12,13,5.4,6.5,3.3,3.9,5.4,6,27.2,16.1,17.4,10.2,7.1,7,4.9,6.3,10.9,9.1,6.5,7.7,42857,22022,80202,31109,(X),(X),(X),(X),35.3,(X)
1400000US06073019108,Census Tract 191.08; San Diego County; California,832,93,4,5.1,1.1,1,3.2,1.8,2.6,1.4,7.5,4.7,10.7,5.4,25.1,11.3,13.6,4.9,20.6,8.3,11.7,5.5,96621,6958,124494,16631,37.4,(X),(X),(X),(X),(X),706,97,4.7,6,0.8,1,1.4,1.3,2.3,1.6,8.1,5.6,5.5,2.8,27.5,13.2,12.9,6.1,24.2,9.5,12.6,6.3,98333,27420,132030,18616,(X),(X),37.1,(X),(X),(X),572,97,5.2,7.4,0,7.2,0.3,0.6,1.6,1.6,6.8,6.5,4.5,3,31.1,15.6,12.1,7.1,25.3,11.6,12.9,7.3,105139,36323,N,N,(X),(X),(X),(X),(X),(X),126,49,1.6,3,2.4,3.1,11.9,8,4.8,4.5,9.5,11.3,34.1,24.5,15.1,13,16.7,12.3,3.2,3.6,0.8,1.4,64083,5611,67665,8867,(X),(X),(X),(X),35.7,(X)
1400000US06073019109,Census Tract 191.09; San Diego County; California,1505,453,0.5,0.8,0,2.8,1.1,2,3.9,3.5,8,6.9,6.1,4.8,22.2,23.8,23.4,9.7,21.5,9.8,13.2,7.9,122083,36214,135408,18983,35.5,(X),(X),(X),(X),(X),1219,466,0.7,1.1,0.2,0.3,1.3,2.4,3.1,3,2.5,3.2,4.5,4.6,27.3,27.9,23.6,10.8,23.1,12.2,13.8,9.1,119402,33115,141211,23712,(X),(X),42.1,(X),(X),(X),734,144,0,5.6,0,5.6,2.2,3.9,3,3.6,0.5,0.9,5,5,3.8,2.6,25.3,10.7,37.5,13.2,22.6,10.6,162330,13042,N,N,(X),(X),(X),(X),(X),(X),286,100,0,13.8,0,13.8,0.3,1.2,7.3,12.8,31.1,24.3,12.9,14.1,0.3,1.1,26.6,19.2,10.5,11.2,10.8,16.3,-,**,102013,29200,(X),(X),(X),(X),7.3,(X)
1400000US06073019110,Census Tract 191.10; San Diego County; California,1465,149,1.2,1.3,0.7,0.9,4.7,3.2,9.4,6,3.6,2.3,8,4.9,7.5,3.3,21.2,6.1,14.1,5.4,29.6,8.3,130402,21734,157835,22789,34.9,(X),(X),(X),(X),(X),1306,144,1.1,1.4,0.1,0.2,2.1,1.9,9.4,6.6,3.2,2.5,12.6,6.2,7.4,3.9,23.2,7.4,17.2,7.5,23.7,7.8,121750,22455,153700,24275,(X),(X),32,(X),(X),(X),1020,159,1.2,1.8,0.1,0.2,2.5,2.4,3.3,4,3.8,3.2,9.7,6.3,8.8,4.8,25.9,9.3,15,8.2,29.6,9.2,138125,23464,N,N,(X),(X),(X),(X),(X),(X),159,68,1.3,1.8,5.7,9,25.8,26.7,11.3,13.2,6.3,5,3.8,4.2,8.2,9.9,17.6,15.6,1.3,2.2,18.9,17.5,-,**,97196,46554,(X),(X),(X),(X),21.4,(X)
1400000US06073019111,Census Tract 191.11; San Diego County; California,1217,92,0.3,0.4,2.7,2.9,3.3,4,11.3,6.4,5.8,4.6,10.1,7.6,4.4,2.7,21,9.4,8.6,4.6,32.5,9.6,125366,20205,171432,31468,31.1,(X),(X),(X),(X),(X),1012,124,0.2,0.6,2.3,3.1,0.2,0.3,11.1,6.6,6.5,5.7,11.9,9.2,2.6,2.1,19.1,11.2,9.2,5.3,37.1,11.9,138214,45831,185689,37219,(X),(X),29.6,(X),(X),(X),756,147,0,5.5,0,5.5,0,5.5,12.4,8.6,1.1,1.4,13.1,12.2,2.6,2.6,14.7,11.1,9.9,6.1,46.2,13.1,173750,58764,N,N,(X),(X),(X),(X),(X),(X),205,99,2,2.4,4.9,8.5,18.5,21.2,12.7,15.5,1,1.6,2.4,2.8,13.2,12.5,30.2,27.1,5.4,8.3,9.8,13.1,83750,67611,89749,32404,(X),(X),(X),(X),38,(X)
1400000US06073019203,Census Tract 192.03; San Diego County; California,838,88,0.5,0.9,0.6,1,4.5,3.7,2.4,1.7,4.8,2.7,12.3,5.5,3.1,1.8,27.7,10,25.8,10.4,18.4,5.5,138000,25058,143168,12714,38.2,(X),(X),(X),(X),(X),659,111,0.6,1.2,0,6.2,3.6,4.3,0,6.2,3,2.1,17.5,7.8,4.6,3.1,18.8,8.6,29.3,11.6,22.6,6.5,150822,20991,153346,14675,(X),(X),39.5,(X),(X),(X),535,114,0.7,1.4,0,7.6,4.5,5.4,0,7.6,3.7,2.6,12.5,6.4,3.2,2.7,20,10.1,29.2,13.3,26.2,8.1,161058,35347,N,N,(X),(X),(X),(X),(X),(X),179,50,0,20.9,2.8,4.9,7.8,7.9,11.2,8.8,11.2,10.4,19.6,14.7,1.7,2.8,34.1,19.3,8.9,7.7,2.8,4.6,65625,59434,82848,15371,(X),(X),(X),(X),33.5,(X)
1400000US06073019205,Census Tract 192.05; San Diego County; California,1965,251,1.2,1.5,3.3,2.7,9.9,6.7,4.5,2.7,15.6,7.8,19.8,7.6,13.7,8.4,17.8,6.6,6.4,6.3,7.7,4.4,62459,18570,91231,12333,49,(X),(X),(X),(X),(X),1425,253,0,2.9,2.9,2.7,0,2.9,6.1,6.2,15.5,9.1,21,9.5,13.5,9.4,23.2,9.1,9.5,8.5,8.4,5.8,89160,29884,105558,15744,(X),(X),48.7,(X),(X),(X),785,226,0,5.3,1.8,3.2,0,5.3,0,5.3,20.5,13.6,6.1,6.1,12,8.9,30.8,14.7,13.6,14.8,15.2,10.5,132750,30855,N,N,(X),(X),(X),(X),(X),(X),540,159,4.4,5.3,4.3,9.2,36.1,20.9,8.9,7,18.5,13.8,16.9,12.6,3.3,5.6,3.3,5.2,1.9,3.3,2.4,4,30119,18726,47039,15039,(X),(X),(X),(X),41.3,(X)
1400000US06073019206,Census Tract 192.06; San Diego County; California,1445,118,2,2.5,0.8,1.1,0,2.9,3.1,3.1,6,4.4,22.8,7.3,17.3,6.6,25.5,7,10.4,5.3,12,5,97939,21247,118584,15621,37.7,(X),(X),(X),(X),(X),1145,128,4.5,4.4,1,1.4,0.7,1.3,4,4.1,5.6,4.8,21,8.2,18.9,6.9,22.1,7.5,10.2,5.3,11.9,6.1,94356,15919,114858,19231,(X),(X),35.5,(X),(X),(X),675,139,3.1,5.1,0.7,1.7,1.2,2.2,0,6.1,6.1,6.5,17.2,9.2,17.2,9.3,29.6,12,10.2,8.1,14.7,8.9,111645,24820,N,N,(X),(X),(X),(X),(X),(X),300,102,0,13.2,0,13.2,0,13.2,2.7,4.6,7.7,9.3,25,18,30.3,20.1,22,15.3,0,13.2,12.3,10.6,81313,11832,103000,22395,(X),(X),(X),(X),27,(X)
